n_targets,n_agents,time,targets_per_agent,locations
50,2,0.4917860031127929,"[23, 27]","[(43, 96), (76, 66), (0, 45), (76, 99), (100, 84), (77, 3), (31, 92), (65, 92), (76, 2), (64, 7), (0, 64), (96, 52), (87, 63), (20, 82), (16, 71), (98, 19), (95, 97), (95, 6), (7, 43), (75, 84), (41, 94), (0, 7), (4, 94), (23, 20), (73, 48), (11, 64), (10, 89), (64, 89), (26, 13), (12, 31), (26, 80), (18, 18), (39, 51), (74, 100), (60, 87), (97, 26), (79, 18), (55, 47), (4, 3), (97, 43), (15, 74), (83, 18), (0, 97), (6, 7), (90, 0), (46, 91), (17, 50), (41, 86), (65, 85), (90, 29), (100, 67), (48, 92), (94, 69), (88, 84)]"
50,2,0.576204776763916,"[25, 25]","[(65, 14), (5, 63), (26, 56), (57, 92), (17, 42), (60, 21), (44, 46), (0, 10), (23, 53), (67, 17), (81, 67), (8, 95), (37, 79), (19, 78), (70, 32), (58, 11), (28, 97), (53, 73), (15, 38), (52, 42), (95, 3), (22, 2), (51, 96), (14, 53), (44, 36), (80, 83), (88, 100), (28, 51), (51, 62), (17, 94), (29, 65), (46, 33), (90, 32), (16, 6), (81, 26), (93, 34), (39, 23), (74, 6), (92, 55), (1, 71), (61, 10), (92, 63), (89, 62), (53, 49), (67, 95), (4, 38), (0, 67), (5, 54), (12, 28), (0, 8), (80, 87), (98, 51), (38, 26), (2, 50)]"
50,2,0.2775287628173828,"[26, 24]","[(96, 64), (66, 73), (58, 47), (76, 57), (34, 26), (8, 37), (52, 9), (62, 97), (97, 24), (60, 30), (54, 52), (83, 44), (5, 23), (97, 27), (35, 94), (9, 10), (88, 31), (47, 26), (0, 93), (59, 24), (44, 7), (18, 34), (54, 59), (21, 41), (91, 48), (1, 3), (82, 10), (89, 15), (28, 58), (25, 98), (7, 31), (6, 73), (5, 10), (22, 8), (88, 40), (48, 52), (67, 10), (43, 36), (86, 57), (87, 23), (16, 44), (18, 72), (63, 52), (83, 55), (8, 32), (54, 22), (4, 25), (18, 72), (70, 43), (29, 51), (65, 12), (33, 80), (86, 0), (85, 27)]"
50,2,0.418489933013916,"[27, 23]","[(1, 20), (9, 38), (44, 61), (17, 33), (7, 99), (3, 25), (4, 73), (77, 73), (81, 27), (43, 67), (3, 38), (8, 53), (32, 100), (76, 92), (62, 26), (26, 66), (49, 82), (11, 15), (85, 61), (46, 73), (42, 45), (14, 37), (64, 36), (42, 40), (58, 91), (23, 33), (25, 34), (4, 70), (82, 69), (46, 72), (55, 25), (89, 41), (42, 72), (33, 20), (90, 23), (22, 15), (89, 50), (26, 64), (53, 21), (41, 4), (42, 5), (19, 57), (83, 99), (98, 50), (76, 50), (41, 77), (33, 33), (17, 53), (78, 9), (18, 34), (88, 11), (94, 56), (36, 26), (44, 75)]"
50,2,0.3998475074768066,"[27, 23]","[(33, 38), (98, 96), (35, 22), (19, 50), (97, 1), (0, 65), (81, 27), (59, 11), (56, 87), (89, 5), (32, 95), (33, 9), (14, 0), (32, 28), (54, 10), (5, 99), (36, 63), (46, 32), (70, 78), (94, 53), (27, 45), (67, 27), (67, 73), (48, 22), (3, 19), (100, 66), (74, 50), (44, 72), (12, 70), (70, 73), (58, 92), (5, 79), (59, 68), (37, 76), (4, 17), (49, 23), (3, 30), (77, 39), (55, 0), (89, 34), (23, 68), (12, 86), (64, 90), (7, 59), (79, 55), (1, 26), (45, 80), (56, 78), (69, 62), (57, 6), (51, 20), (77, 29), (26, 64), (29, 18)]"
100,4,4.295741081237793,"[22, 26, 26, 26]","[(133, 81), (153, 136), (67, 19), (176, 114), (174, 5), (88, 80), (182, 43), (72, 78), (55, 98), (152, 110), (103, 115), (143, 12), (34, 28), (41, 112), (32, 128), (67, 127), (43, 71), (114, 61), (182, 43), (69, 45), (161, 175), (121, 45), (177, 27), (42, 82), (157, 157), (129, 108), (16, 107), (84, 92), (141, 183), (17, 184), (144, 167), (31, 132), (68, 130), (156, 9), (21, 142), (94, 34), (139, 180), (8, 15), (116, 200), (25, 62), (36, 65), (102, 174), (158, 83), (40, 176), (55, 101), (52, 51), (24, 68), (90, 131), (134, 175), (174, 3), (148, 156), (33, 41), (124, 166), (115, 170), (55, 138), (5, 188), (184, 80), (112, 174), (186, 151), (7, 83), (16, 180), (129, 7), (190, 68), (87, 103), (76, 155), (194, 159), (17, 97), (78, 142), (106, 16), (77, 124), (48, 50), (116, 175), (101, 44), (73, 147), (150, 61), (0, 84), (199, 65), (123, 12), (50, 179), (14, 140), (127, 91), (1, 183), (113, 158), (156, 159), (97, 172), (120, 29), (171, 112), (166, 143), (33, 99), (62, 198), (82, 53), (136, 87), (75, 102), (109, 31), (106, 90), (80, 123), (81, 104), (109, 193), (19, 105), (46, 119), (183, 169), (27, 141), (65, 174), (89, 52), (19, 40), (109, 151), (163, 150), (86, 121)]"
100,4,5.204438209533691,"[25, 27, 22, 26]","[(93, 145), (55, 27), (111, 39), (98, 8), (132, 164), (125, 126), (18, 166), (33, 9), (167, 187), (109, 142), (28, 145), (198, 98), (4, 153), (144, 195), (152, 9), (109, 84), (119, 84), (124, 147), (60, 72), (121, 122), (71, 85), (11, 142), (131, 168), (35, 4), (65, 90), (134, 30), (61, 150), (121, 64), (82, 127), (151, 64), (134, 91), (164, 127), (159, 55), (110, 122), (50, 75), (19, 115), (130, 68), (168, 161), (58, 83), (104, 180), (77, 96), (90, 157), (71, 16), (152, 104), (177, 50), (47, 187), (106, 178), (103, 150), (165, 174), (171, 142), (34, 107), (6, 36), (70, 173), (148, 25), (10, 124), (29, 127), (95, 24), (94, 30), (151, 27), (24, 8), (120, 45), (92, 122), (138, 58), (17, 114), (22, 57), (172, 169), (68, 15), (39, 47), (101, 19), (100, 61), (130, 147), (30, 172), (162, 56), (105, 156), (193, 163), (118, 96), (151, 103), (52, 129), (92, 100), (94, 84), (77, 35), (91, 21), (11, 14), (123, 67), (11, 23), (13, 185), (89, 173), (12, 174), (161, 17), (163, 18), (144, 78), (138, 12), (174, 97), (26, 43), (132, 99), (113, 71), (74, 39), (110, 74), (8, 21), (71, 127), (199, 172), (200, 55), (193, 51), (89, 26), (5, 191), (99, 114), (61, 55), (10, 2)]"
100,4,4.603163242340088,"[23, 27, 28, 22]","[(155, 102), (80, 34), (97, 12), (174, 27), (178, 133), (74, 187), (90, 83), (25, 129), (135, 147), (193, 65), (13, 175), (174, 182), (199, 187), (38, 174), (142, 85), (16, 127), (96, 82), (131, 108), (192, 19), (159, 17), (88, 115), (93, 123), (72, 82), (52, 146), (176, 95), (7, 194), (92, 94), (157, 120), (4, 162), (198, 98), (122, 99), (67, 50), (36, 130), (184, 198), (91, 175), (69, 44), (24, 83), (56, 199), (36, 108), (6, 171), (117, 19), (130, 24), (96, 2), (169, 39), (131, 150), (72, 141), (69, 83), (70, 194), (98, 18), (58, 182), (29, 35), (142, 138), (130, 94), (191, 119), (118, 130), (170, 172), (13, 81), (48, 22), (76, 29), (131, 130), (45, 19), (117, 117), (65, 25), (119, 47), (184, 114), (135, 25), (189, 195), (143, 54), (71, 195), (179, 158), (30, 62), (17, 65), (10, 72), (74, 16), (59, 2), (197, 32), (155, 134), (200, 71), (155, 5), (55, 65), (129, 179), (163, 136), (114, 133), (90, 70), (180, 136), (83, 94), (107, 134), (142, 186), (22, 21), (180, 34), (137, 31), (160, 175), (69, 49), (7, 165), (12, 126), (199, 108), (92, 182), (157, 195), (127, 102), (112, 55), (126, 96), (134, 181), (15, 56), (56, 174), (112, 16), (71, 143), (152, 151), (1, 51)]"
100,4,5.732183218002319,"[32, 28, 19, 21]","[(160, 166), (153, 50), (72, 143), (20, 94), (79, 78), (191, 26), (0, 45), (46, 4), (62, 158), (2, 189), (187, 85), (195, 14), (84, 188), (195, 93), (182, 121), (111, 79), (63, 51), (99, 157), (198, 32), (172, 194), (146, 83), (44, 69), (103, 13), (103, 77), (166, 130), (11, 192), (10, 25), (165, 168), (53, 98), (148, 2), (43, 129), (83, 127), (24, 44), (150, 107), (197, 36), (142, 99), (104, 104), (47, 198), (83, 55), (168, 36), (2, 199), (128, 196), (69, 160), (21, 118), (189, 181), (60, 88), (183, 117), (23, 131), (155, 27), (103, 117), (74, 186), (129, 40), (85, 169), (140, 193), (58, 133), (39, 12), (196, 131), (104, 165), (186, 27), (16, 28), (47, 115), (81, 138), (77, 7), (113, 137), (52, 111), (51, 77), (3, 66), (111, 172), (24, 20), (181, 174), (109, 106), (175, 58), (97, 36), (116, 57), (64, 52), (5, 200), (44, 164), (84, 169), (75, 30), (192, 37), (176, 35), (33, 6), (123, 97), (151, 72), (150, 118), (77, 183), (157, 69), (27, 61), (107, 86), (101, 42), (55, 52), (77, 18), (200, 28), (173, 184), (189, 87), (90, 91), (199, 14), (14, 87), (149, 74), (74, 199), (182, 97), (94, 164), (50, 84), (39, 95), (33, 56), (113, 38), (71, 185), (39, 99)]"
100,4,3.3790547847747803,"[23, 24, 23, 30]","[(16, 72), (169, 191), (198, 105), (26, 147), (93, 174), (145, 165), (182, 97), (29, 47), (106, 168), (102, 119), (150, 6), (29, 100), (10, 133), (190, 69), (182, 101), (135, 62), (77, 134), (100, 20), (149, 120), (133, 186), (1, 112), (54, 162), (110, 64), (54, 154), (99, 94), (45, 98), (27, 74), (110, 131), (32, 150), (200, 35), (73, 59), (71, 162), (60, 173), (117, 151), (17, 17), (157, 3), (22, 193), (113, 132), (53, 153), (163, 63), (174, 87), (92, 178), (105, 73), (128, 7), (163, 16), (124, 182), (134, 77), (138, 146), (4, 10), (166, 41), (74, 122), (52, 103), (94, 120), (34, 121), (81, 160), (5, 132), (114, 46), (127, 74), (86, 183), (174, 42), (190, 25), (161, 60), (80, 143), (42, 47), (44, 68), (164, 84), (187, 59), (34, 122), (3, 14), (194, 56), (48, 175), (100, 75), (100, 41), (34, 162), (32, 112), (59, 62), (21, 46), (171, 199), (31, 151), (13, 151), (160, 135), (10, 16), (61, 41), (147, 160), (30, 122), (191, 134), (45, 92), (133, 165), (125, 124), (166, 162), (8, 170), (163, 20), (18, 78), (85, 1), (65, 149), (193, 17), (144, 125), (163, 109), (196, 160), (132, 100), (102, 94), (167, 119), (94, 59), (94, 40), (156, 22), (70, 149), (133, 68), (77, 23)]"
100,4,4.951401710510254,"[21, 26, 22, 31]","[(181, 98), (112, 73), (57, 98), (23, 148), (123, 51), (102, 152), (142, 96), (76, 112), (199, 20), (148, 57), (46, 69), (22, 174), (73, 4), (15, 113), (53, 44), (133, 70), (137, 33), (31, 34), (4, 111), (154, 75), (12, 113), (27, 88), (197, 84), (96, 73), (76, 63), (89, 15), (177, 188), (156, 23), (25, 13), (164, 2), (7, 75), (191, 24), (161, 78), (120, 138), (100, 175), (53, 183), (60, 42), (95, 118), (21, 133), (76, 112), (85, 22), (20, 166), (184, 136), (144, 105), (105, 17), (26, 171), (195, 44), (163, 45), (7, 185), (127, 62), (44, 171), (2, 151), (76, 195), (50, 174), (148, 138), (35, 147), (17, 195), (28, 11), (77, 104), (102, 16), (132, 165), (1, 191), (164, 8), (140, 126), (3, 134), (92, 25), (129, 5), (94, 78), (78, 105), (165, 139), (97, 53), (170, 21), (189, 150), (197, 153), (77, 73), (176, 84), (86, 58), (198, 187), (192, 112), (143, 134), (183, 69), (193, 138), (46, 9), (126, 99), (144, 95), (127, 197), (28, 61), (113, 54), (184, 3), (52, 48), (119, 131), (37, 5), (40, 55), (147, 136), (65, 115), (59, 20), (79, 19), (114, 12), (110, 107), (40, 47), (192, 116), (146, 122), (88, 17), (89, 2), (86, 122), (21, 130), (22, 79), (141, 19)]"
100,4,5.589621305465698,"[26, 23, 25, 26]","[(29, 173), (143, 51), (52, 88), (187, 151), (133, 175), (6, 146), (106, 192), (82, 52), (114, 173), (108, 17), (35, 11), (154, 200), (108, 150), (157, 13), (17, 150), (24, 1), (141, 19), (58, 72), (122, 97), (70, 91), (89, 68), (126, 4), (88, 80), (141, 114), (177, 175), (132, 186), (103, 145), (117, 49), (18, 116), (35, 134), (103, 132), (34, 25), (165, 98), (97, 44), (64, 131), (78, 145), (51, 196), (23, 189), (145, 42), (163, 173), (114, 78), (7, 180), (153, 97), (189, 34), (71, 81), (107, 32), (140, 68), (114, 134), (33, 196), (122, 26), (75, 4), (57, 104), (55, 116), (100, 75), (84, 3), (124, 84), (126, 115), (93, 154), (69, 47), (67, 110), (167, 87), (1, 91), (130, 176), (188, 180), (102, 156), (5, 88), (148, 123), (60, 118), (50, 121), (75, 93), (131, 41), (146, 16), (39, 19), (130, 189), (61, 179), (20, 152), (145, 94), (69, 191), (80, 21), (125, 2), (186, 26), (57, 145), (109, 135), (48, 57), (151, 45), (148, 97), (26, 77), (163, 58), (36, 26), (89, 113), (169, 72), (63, 92), (23, 148), (44, 26), (32, 2), (42, 13), (25, 108), (180, 46), (57, 126), (6, 138), (108, 182), (70, 131), (33, 190), (179, 171), (154, 191), (89, 26), (114, 171), (169, 126)]"
100,4,4.004063606262207,"[26, 26, 22, 26]","[(98, 100), (102, 71), (81, 158), (193, 108), (118, 44), (41, 41), (2, 0), (110, 71), (37, 61), (101, 17), (189, 50), (118, 78), (5, 77), (88, 129), (108, 40), (154, 184), (37, 139), (46, 14), (29, 121), (75, 191), (21, 57), (40, 179), (81, 1), (172, 64), (66, 21), (168, 80), (101, 1), (168, 131), (140, 65), (186, 116), (96, 21), (16, 88), (113, 52), (164, 31), (69, 51), (29, 151), (5, 112), (63, 149), (25, 122), (76, 191), (55, 16), (79, 14), (53, 60), (165, 178), (31, 170), (74, 36), (113, 172), (168, 180), (10, 51), (66, 139), (87, 119), (22, 12), (50, 175), (98, 54), (172, 93), (149, 99), (121, 88), (128, 120), (62, 26), (181, 170), (32, 136), (96, 112), (176, 185), (59, 165), (78, 7), (112, 51), (91, 38), (180, 73), (83, 162), (64, 69), (87, 43), (44, 2), (163, 83), (177, 8), (112, 74), (188, 86), (10, 100), (24, 2), (94, 175), (113, 96), (45, 44), (65, 77), (57, 40), (48, 68), (81, 63), (42, 123), (96, 75), (93, 163), (188, 60), (24, 167), (81, 68), (138, 129), (97, 148), (95, 8), (13, 42), (144, 83), (173, 125), (180, 173), (167, 75), (45, 9), (18, 87), (48, 183), (171, 139), (46, 39), (186, 27), (74, 31), (95, 40), (78, 41)]"
100,4,3.07643723487854,"[27, 32, 16, 25]","[(104, 60), (197, 81), (134, 113), (120, 100), (101, 86), (55, 136), (96, 171), (68, 64), (42, 85), (125, 156), (155, 24), (56, 64), (45, 185), (112, 110), (27, 22), (63, 116), (181, 49), (23, 147), (97, 56), (63, 31), (152, 98), (168, 7), (200, 188), (20, 148), (11, 160), (165, 51), (123, 56), (88, 162), (191, 85), (38, 24), (111, 195), (110, 47), (69, 4), (47, 84), (39, 133), (45, 166), (173, 49), (33, 117), (187, 178), (139, 184), (61, 197), (45, 88), (141, 178), (168, 64), (196, 176), (164, 73), (99, 170), (29, 66), (2, 172), (172, 43), (46, 61), (76, 188), (14, 166), (126, 70), (3, 27), (101, 29), (122, 195), (132, 62), (97, 135), (56, 5), (150, 31), (119, 198), (126, 103), (189, 182), (65, 120), (53, 150), (25, 82), (114, 50), (89, 42), (55, 4), (110, 163), (86, 170), (43, 185), (53, 79), (62, 32), (121, 75), (110, 51), (184, 123), (19, 63), (137, 184), (98, 150), (103, 175), (74, 171), (2, 70), (50, 102), (37, 125), (95, 159), (157, 30), (181, 160), (0, 127), (12, 149), (185, 129), (122, 56), (53, 6), (8, 127), (5, 93), (25, 108), (137, 148), (55, 107), (131, 46), (192, 177), (106, 197), (39, 103), (97, 116), (126, 24), (155, 73), (165, 31), (26, 166)]"
100,4,4.709311485290527,"[34, 22, 21, 23]","[(100, 62), (53, 96), (75, 108), (50, 41), (20, 160), (64, 139), (162, 46), (181, 41), (38, 114), (55, 164), (156, 10), (99, 92), (174, 168), (199, 24), (23, 12), (141, 34), (85, 61), (142, 35), (58, 33), (170, 128), (105, 131), (120, 153), (84, 142), (38, 107), (126, 77), (21, 47), (162, 91), (112, 127), (125, 50), (111, 16), (22, 21), (41, 46), (198, 15), (49, 106), (6, 135), (47, 71), (143, 16), (22, 67), (4, 50), (164, 156), (195, 152), (4, 86), (77, 6), (35, 17), (176, 93), (198, 140), (120, 178), (27, 118), (178, 88), (147, 200), (189, 56), (30, 51), (198, 41), (4, 14), (194, 85), (17, 30), (165, 55), (3, 9), (4, 28), (70, 78), (184, 63), (24, 70), (26, 94), (47, 67), (150, 7), (37, 103), (52, 8), (177, 189), (52, 64), (116, 132), (44, 84), (93, 119), (156, 175), (154, 27), (159, 121), (115, 54), (77, 167), (169, 117), (19, 43), (146, 26), (194, 75), (7, 131), (16, 170), (28, 117), (156, 77), (133, 26), (80, 96), (195, 1), (74, 120), (139, 43), (70, 29), (59, 131), (192, 193), (96, 158), (20, 156), (110, 45), (58, 9), (61, 176), (116, 26), (134, 191), (98, 7), (183, 152), (191, 188), (124, 32), (122, 110), (172, 92), (76, 182), (185, 145)]"
100,4,3.5825676918029785,"[26, 25, 22, 27]","[(146, 99), (99, 194), (165, 200), (67, 144), (162, 77), (193, 176), (131, 130), (75, 118), (62, 91), (86, 98), (150, 0), (101, 118), (175, 136), (47, 165), (132, 70), (132, 191), (44, 195), (147, 121), (77, 130), (158, 130), (34, 3), (141, 95), (123, 64), (81, 169), (2, 16), (5, 84), (125, 171), (74, 43), (197, 14), (69, 51), (153, 1), (100, 122), (166, 183), (0, 69), (139, 83), (158, 140), (155, 140), (188, 79), (127, 76), (130, 11), (198, 74), (120, 169), (30, 103), (78, 57), (19, 0), (142, 196), (171, 40), (64, 59), (63, 48), (132, 93), (109, 53), (191, 98), (63, 183), (147, 48), (29, 113), (21, 198), (2, 50), (109, 178), (162, 100), (28, 45), (137, 57), (40, 105), (31, 187), (158, 38), (190, 54), (53, 103), (75, 197), (187, 0), (135, 90), (132, 189), (60, 26), (80, 47), (111, 183), (194, 194), (147, 103), (34, 116), (60, 4), (126, 54), (46, 48), (77, 102), (134, 137), (164, 129), (158, 172), (76, 88), (166, 60), (28, 188), (91, 86), (110, 180), (69, 177), (76, 71), (131, 99), (141, 69), (119, 123), (148, 168), (156, 22), (43, 136), (47, 182), (170, 131), (18, 119), (134, 114), (20, 162), (87, 17), (150, 4), (179, 93), (89, 66), (114, 102), (164, 15), (58, 136)]"
100,4,2.5181024074554443,"[27, 26, 25, 22]","[(99, 25), (83, 165), (89, 26), (131, 193), (60, 182), (98, 199), (156, 54), (109, 41), (123, 42), (144, 27), (108, 53), (1, 94), (116, 134), (130, 136), (184, 166), (13, 12), (114, 75), (4, 191), (61, 21), (195, 119), (107, 32), (5, 31), (112, 72), (115, 152), (176, 9), (12, 1), (26, 142), (94, 146), (44, 88), (169, 173), (12, 175), (97, 59), (121, 171), (79, 194), (163, 187), (148, 113), (12, 95), (110, 136), (189, 77), (29, 45), (161, 105), (148, 182), (48, 74), (146, 177), (156, 194), (38, 57), (179, 100), (125, 79), (85, 190), (135, 64), (42, 111), (121, 32), (170, 136), (0, 139), (11, 148), (131, 117), (83, 183), (21, 98), (117, 86), (155, 176), (141, 26), (5, 76), (200, 160), (194, 192), (79, 20), (185, 127), (8, 176), (179, 191), (167, 174), (167, 119), (159, 73), (0, 133), (125, 21), (112, 73), (168, 95), (90, 149), (37, 82), (124, 154), (63, 52), (78, 113), (164, 26), (194, 189), (64, 127), (71, 43), (155, 199), (147, 94), (108, 62), (11, 155), (188, 144), (52, 118), (17, 110), (101, 139), (151, 157), (170, 125), (180, 10), (21, 191), (75, 172), (198, 48), (99, 181), (109, 86), (198, 126), (128, 38), (190, 66), (199, 162), (152, 104), (166, 188), (60, 31), (15, 78)]"
